<<<<<<< HEAD
Year,Frequency,Frequency Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Average age of vessels,Average age of vessels Footnote,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Port Name,Administrative Approach Rank,"Total
Points",Statistic Approach Rank,IndeX Value
2020,S,Semi-annual,380,Italy,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031.0,,23756.0,,SAMSUN,297,1.502,280,-20.0
2020,S,Semi-annual,380,Italy,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031.0,,23756.0,,SEATTLE,236,0.487,263,-16.0
2020,S,Semi-annual,380,Italy,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031.0,,23756.0,,TOMAKOMAI,205,0.194,204,-2.0
2020,S,Semi-annual,380,Italy,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031.0,,23756.0,,TRIESTE,212,0.241,264,-16.0
2020,S,Semi-annual,380,Italy,3,Container ships,0.916,,16,,44139,,232618,,,,,,4031.0,,23756.0,,VANCOUVER (CANADA),368,-573.524,368,-245.879
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,HAIPHONG,47,-1.953,116,12.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,KINGSTON (JAMAICA),286,1.283,266,-17.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,KRISTIANSAND,186,0.008,296,-28.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,MUNDRA,50,-1.902,44,43.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,NASSAU,173,-0.109,189,0.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,NELSON,210,0.24,206,-2.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,OMAEZAKI,109,-0.68,121,11.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,OSAKA,67,-1.44,77,27.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,SHUAIBA,149,-0.301,228,-7.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,TOAMASINA,227,0.433,219,-5.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,TOKYO,35,-2.418,54,38.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,YOKKAICHI,107,-0.692,81,26.0
2020,S,Semi-annual,392,Japan,3,Container ships,0.3354,,13,,16666,,192237,,,,,,1600.0,,18400.0,,YOKOHAMA,1,-5.995,1,130.0
2020,S,Semi-annual,579,Norway,3,Container ships,0.3295,,16,,8836,,16802,,,,,,839.0,,1730.0,,LIANYUNGANG,37,-2.375,178,1.0
2020,S,Semi-annual,579,Norway,3,Container ships,0.3295,,16,,8836,,16802,,,,,,839.0,,1730.0,,OSLO,78,-1.192,91,20.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,ALEXANDRIA (EGYPT),234,0.482,221,-5.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,ALGIERS,315,2.076,318,-49.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,ALTAMIRA,145,-0.324,98,17.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,BARRANQUILLA,169,-0.137,169,3.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,BILBAO,224,0.384,243,-10.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,CAI LAN,46,-1.991,74,27.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,GENOA,321,2.42,196,-1.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,MANZANILLO (MEXICO),275,1.07,145,8.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,PORT LOUIS,344,5.501,346,-175.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,SANTO TOMAS DE CASTILLA,203,0.185,201,-2.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,TANJUNG PRIOK,64,-1.521,66,31.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,UMM QASR,233,0.452,294,-27.0
2020,S,Semi-annual,724,Spain,3,Container ships,0.6632,,15,,35800,,232618,,,,,,3257.0,,23756.0,,VENICE,274,1.042,295,-27.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,FUZHOU,23,-2.829,214,-4.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,HELSINGBORG,164,-0.196,185,0.0
2020,S,Semi-annual,752,Sweden,3,Container ships,0.6361,,15,,16616,,214286,,,,,,1550.0,,19630.0,,NOUMEA,104,-0.721,124,11.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,AMBARLI,57,-1.783,61,32.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,BOSTON (USA),113,-0.631,73,27.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,DILISKELESI,54,-1.842,75,27.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,GDYNIA,90,-0.942,79,26.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,ITAPOA,69,-1.376,269,-18.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,JAWAHARLAL NEHRU PORT,56,-1.786,59,33.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,MOMBASA,331,3.14,335,-79.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,NGQURA,363,-359.179,349,-190.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,PORT AKDENIZ,96,-0.82,154,6.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,SAN JUAN,148,-0.303,164,5.0
2020,S,Semi-annual,792,Turkey,3,Container ships,0.6056,,17,,33838,,194308,,,,,,3070.0,,19462.0,,YARIMCA,68,-1.393,58,33.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,BUENAVENTURA,72,-1.353,71,29.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,ENSENADA,136,-0.378,125,11.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,LOS ANGELES,370,-954.086,369,-281.841
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,LYTTELTON,188,0.034,186,0.0
2020,S,Semi-annual,926,United Kingdom,3,Container ships,0.7083,,15,,36628,,235500,,,,,,3359.0,,23964.0,,SOUTHAMPTON,290,1.404,317,-45.0
2021,S,Semi-annual,36,Australia,3,Container ships,1.4583,,14,,52245,,109712,,,,,,4728.0,,9572.0,,ADELAIDE,264,-9.863,257,-3.425
2021,S,Semi-annual,36,Australia,3,Container ships,1.4583,,14,,52245,,109712,,,,,,4728.0,,9572.0,,MELBOURNE,308,-37.421,294,-11.938
2021,S,Semi-annual,124,Canada,3,Container ships,1.8233,,15,,58770,,176546,,,,,,5325.0,,16020.0,,HALIFAX,46,91.744,18,56.91
2021,S,Semi-annual,124,Canada,3,Container ships,1.8233,,15,,58770,,176546,,,,,,5325.0,,16020.0,,SAINT JOHN,240,-1.73,235,-0.325
2021,S,Semi-annual,124,Canada,3,Container ships,1.8233,,15,,58770,,176546,,,,,,5325.0,,16020.0,,MONTREAL,311,-39.809,313,-20.272
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,NINGBO,7,170.696,7,76.077
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,GUANGZHOU,9,161.331,9,72.749
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,CHIWAN,17,132.828,20,55.013
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,TIANJIN,27,109.448,26,51.441
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,QINGDAO,42,95.043,33,44.227
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,MAWAN,44,92.571,110,14.962
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,XIAMEN,45,92.212,40,39.737
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,DALIAN,83,50.94,81,20.193
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,DA CHAN BAY TERMINAL ONE,142,20.563,122,10.951
2021,S,Semi-annual,156,China,3,Container ships,0.6806,,13,,46935,,237200,,,,,,4372.0,,23964.0,,SHANGHAI,316,-51.827,318,-24.039
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,NANTES SAINT-NAZAIRE,105,41.619,104,16.047
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,POINTE-À-PITRE,109,40.162,107,15.702
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,FORT-DE-FRANCE,122,28.535,127,10.42
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,GUSTAVIA,197,8.136,190,3.96
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,BORDEAUX,228,1.158,223,0.626
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,LE HAVRE,292,-26.886,286,-9.533
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,MAYOTTE,294,-27.444,293,-11.873
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,MARSEILLE,315,-49.482,297,-12.209
2021,S,Semi-annual,251,France,3,Container ships,0.9333,,14,,55795,,237200,,,,,,5051.0,,23964.0,,PORT RÉUNION,333,-85.474,331,-33.187
2021,S,Semi-annual,276,Germany,3,Container ships,1.0833,,14,,49446,,237200,,,,,,4465.0,,23964.0,,BREMERHAVEN,59,67.922,54,29.896
2021,S,Semi-annual,276,Germany,3,Container ships,1.0833,,14,,49446,,237200,,,,,,4465.0,,23964.0,,HAMBURG,232,0.185,258,-3.518
2021,S,Semi-annual,276,Germany,3,Container ships,1.0833,,14,,49446,,237200,,,,,,4465.0,,23964.0,,WILHELMSHAVEN,233,-0.02,204,2.236
2021,S,Semi-annual,300,Greece,3,Container ships,1.0184,,16,,45223,,219688,,,,,,4241.0,,21413.0,,HERAKLION,216,3.267,212,1.578
2021,S,Semi-annual,360,Indonesia,3,Container ships,1.0451,,15,,14248,,75579,,,,,,1294.0,,6921.0,,TANJUNG EMAS,153,17.284,144,7.855
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,GIOIA TAURO,65,62.42,112,14.642
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,SAVONA-VADO,94,45.9,111,14.739
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,CIVITAVECCHIA,162,15.62,161,6.047
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,RAVENNA,187,10.047,188,4.056
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,CATANIA,191,9.365,193,3.579
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,BARI,193,9.166,194,3.49
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,TRAPANI,213,3.98,209,1.804
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,NAPLES,283,-19.737,267,-5.039
2021,S,Semi-annual,380,Italy,3,Container ships,0.9319,,17,,40644,,232618,,,,,,3729.0,,23756.0,,LA SPEZIA,313,-47.346,309,-18.987
2021,S,Semi-annual,392,Japan,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571.0,,21237.0,,KOBE,40,99.002,37,41.998
2021,S,Semi-annual,392,Japan,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571.0,,21237.0,,NAGOYA,53,81.608,43,37.197
2021,S,Semi-annual,392,Japan,3,Container ships,0.3562,,13,,16418,,228741,,,,,,1571.0,,21237.0,,KAWASAKI,211,4.222,249,-1.752
2021,S,Semi-annual,579,Norway,3,Container ships,0.3493,,16,,8941,,37071,,,,,,840.0,,2668.0,,LARVIK,210,4.325,206,2.153
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,ALGECIRAS,11,155.851,10,70.323
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,BARCELONA,22,119.332,19,55.311
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,CORONEL,39,100.17,49,33.796
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,SANTA CRUZ DE TENERIFE,71,58.835,88,19.591
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,VALENCIA,135,23.809,180,4.685
2021,S,Semi-annual,724,Spain,3,Container ships,0.6451,,15,,32598,,237200,,,,,,3004.0,,23756.0,,MALAGA,137,22.325,140,8.27
